D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_15_656.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_15_656.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_15_656.jpg,0,0,0,7.82E-05
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_15_765.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_15_765.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_15_765.jpg,0,0,0,8.07E-05
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_15_872.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_15_872.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_15_872.jpg,0,0,0,7.74E-05
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_15_976.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_15_976.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_15_976.jpg,0,0,0,7.99E-05
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_16_084.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_16_084.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_16_084.jpg,0,0,0,7.81E-05
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_16_189.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_16_189.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_16_189.jpg,0,0,0,7.80E-05
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_16_298.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_16_298.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_16_298.jpg,0,0,0,7.86E-05
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_16_412.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_16_412.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_16_412.jpg,0,0,0,8.11E-05
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_16_520.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_16_520.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_16_520.jpg,0,0,0,7.73E-05
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_16_624.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_16_624.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_16_624.jpg,0,0,0,7.93E-05
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_16_742.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_16_742.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_16_742.jpg,0,0,0,7.91E-05
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_16_857.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_16_857.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_16_857.jpg,-0.3462102,0,0,9.06E-05
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_16_977.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_16_977.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_16_977.jpg,0,0.3571281,0,0.2855437
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_17_086.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_17_086.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_17_086.jpg,0,0.647427,0,0.9306613
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_17_196.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_17_196.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_17_196.jpg,0,1,0,2.246806
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_17_296.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_17_296.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_17_296.jpg,0,1,0,3.429421
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_17_419.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_17_419.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_17_419.jpg,0,1,0,4.835067
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_17_522.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_17_522.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_17_522.jpg,0,1,0,5.992688
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_17_627.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_17_627.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_17_627.jpg,0,1,0,7.139133
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_17_751.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_17_751.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_17_751.jpg,-0.3666363,1,0,8.464729
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_17_852.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_17_852.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_17_852.jpg,-0.0607575,0.9194812,0,9.776855
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_17_960.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_17_960.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_17_960.jpg,-0.3863763,0.5938625,0,10.52344
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_18_071.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_18_071.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_18_071.jpg,-0.7210479,0.5943185,0,10.99429
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_18_187.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_18_187.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_18_187.jpg,-0.3800562,0.9353102,0,11.7137
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_18_325.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_18_325.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_18_325.jpg,0,0.7819278,0,12.956
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_18_434.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_18_434.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_18_434.jpg,-0.1688811,1,0,14.25409
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_18_537.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_18_537.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_18_537.jpg,0,0.8495992,0,14.90462
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_18_645.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_18_645.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_18_645.jpg,0,1,0,16.03256
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_18_753.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_18_753.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_18_753.jpg,-0.0600561,1,0,17.25268
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_18_857.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_18_857.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_18_857.jpg,-0.2103825,1,0,18.39574
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_18_968.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_18_968.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_18_968.jpg,0,1,0,19.27728
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_19_078.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_19_078.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_19_078.jpg,-0.1720611,1,0,20.50631
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_19_186.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_19_186.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_19_186.jpg,0,0.7162435,0,21.38953
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_19_294.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_19_294.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_19_294.jpg,0,0.9967441,0,22.34534
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_19_397.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_19_397.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_19_397.jpg,-0.3094956,1,0,23.24006
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_19_511.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_19_511.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_19_511.jpg,-0.4112043,0.9573772,0,24.24715
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_19_621.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_19_621.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_19_621.jpg,-0.0798027,0.6259755,0,24.97393
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_19_728.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_19_728.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_19_728.jpg,-0.35559,0.3501883,0,25.14666
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_19_838.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_19_838.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_19_838.jpg,-0.5508153,0.633451,0,25.38434
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_19_948.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_19_948.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_19_948.jpg,-0.2613606,0.9229057,0,26.08846
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_20_060.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_20_060.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_20_060.jpg,0,1,0,27.1963
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_20_186.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_20_186.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_20_186.jpg,0,1,0,28.31033
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_20_288.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_20_288.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_20_288.jpg,0,1,0,29.2336
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_20_403.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_20_403.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_20_403.jpg,0,1,0,30.19052
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_20_512.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_20_512.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_20_512.jpg,0,1,0,30.19031
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_20_614.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_20_614.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_20_614.jpg,0,1,0,30.19026
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_20_717.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_20_717.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_20_717.jpg,0,1,0,30.19028
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_20_827.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_20_827.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_20_827.jpg,-0.0342816,1,0,30.18982
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_20_931.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_20_931.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_20_931.jpg,0,0.6890293,0,30.1302
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_21_032.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_21_032.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_21_032.jpg,0,0.3834386,0,30.04345
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_21_140.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_21_140.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_21_140.jpg,0,0.1577305,0,29.92203
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_21_339.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_21_339.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_21_339.jpg,-0.5856339,0.7433645,0,30.08809
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_21_446.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_21_446.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_21_446.jpg,-0.2984211,0.4561517,0,30.06856
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_21_554.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_21_554.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_21_554.jpg,0,0.08716131,0,29.90227
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_21_661.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_21_661.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_21_661.jpg,-0.0411213,0,0,29.61313
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_21_772.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_21_772.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_21_772.jpg,0,0.3333864,0,29.51019
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_21_877.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_21_877.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_21_877.jpg,0,0.01842386,0,29.37106
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_21_989.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_21_989.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_21_989.jpg,0.2891958,0,0,29.01238
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_22_099.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_22_099.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_22_099.jpg,0.007751412,0.3286212,0,28.9135
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_22_208.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_22_208.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_22_208.jpg,0,0.6538839,0,29.22094
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_22_311.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_22_311.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_22_311.jpg,0,0.9645151,0,30.05856
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_22_423.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_22_423.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_22_423.jpg,-0.1009074,1,0,30.1851
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_22_524.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_22_524.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_22_524.jpg,0,1,0,30.19053
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_22_633.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_22_633.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_22_633.jpg,0,1,0,30.18947
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_22_742.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_22_742.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_22_742.jpg,0,1,0,30.19071
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_22_865.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_22_865.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_22_865.jpg,-0.1252746,1,0,30.18634
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_22_983.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_22_983.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_22_983.jpg,-0.3342417,1,0,30.16913
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_23_092.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_23_092.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_23_092.jpg,-0.007079415,0.6728377,0,30.096
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_23_201.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_23_201.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_23_201.jpg,0,0.3459181,0,30.03135
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_23_307.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_23_307.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_23_307.jpg,0,0.1577152,0,29.88534
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_23_407.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_23_407.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_23_407.jpg,0,0.4596853,0,29.99905
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_23_527.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_23_527.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_23_527.jpg,0,0.8210312,0,30.12879
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_23_641.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_23_641.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_23_641.jpg,-0.0582576,1,0,30.18888
D:\self_driving_car\new_repo\Data\IMG\center_2023_02_19_18_36_23_755.jpg, D:\self_driving_car\new_repo\Data\IMG\left_2023_02_19_18_36_23_755.jpg, D:\self_driving_car\new_repo\Data\IMG\right_2023_02_19_18_36_23_755.jpg,-0.05936853,0.9486601,0,30.18956
